,City,Tenure Months,Internet Service,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Churn Reason,Senior Citizen_Yes,Gender_Male,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes
3347,San Diego,53,DSL,Yes,Month-to-month,No,Electronic check,85.7,4616.1,0,36,5957,cliente_activo,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1
3348,San Diego,31,No,No internet service,One year,No,Credit card (automatic),20.1,589.25,0,30,3086,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3349,San Diego,13,DSL,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,0,47,4749,cliente_activo,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0
3350,San Diego,28,DSL,No,Month-to-month,No,Mailed check,49.9,1410.25,0,74,5250,cliente_activo,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3351,San Diego,38,No,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,0,65,3756,cliente_activo,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3352,San Diego,52,DSL,Yes,One year,Yes,Mailed check,75.4,3865.45,0,59,5211,cliente_activo,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
3353,San Diego,62,Fiber optic,Yes,Two year,No,Mailed check,108.15,6825.65,0,43,5298,cliente_activo,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1
3354,San Diego,16,Fiber optic,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,0,65,3511,cliente_activo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3355,San Diego,12,Fiber optic,Yes,One year,No,Electronic check,95.7,1184,0,41,5527,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3356,San Diego,72,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,0,33,4055,cliente_activo,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
3357,San Diego,71,Fiber optic,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,0,54,4921,cliente_activo,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
3358,San Diego,24,No,No internet service,One year,No,Mailed check,20.15,456.85,0,39,3573,cliente_activo,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3359,San Diego,15,No,No internet service,Two year,No,Mailed check,19.6,331.6,0,38,2722,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3360,San Diego,2,DSL,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,0,78,3172,cliente_activo,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
3361,San Diego,5,DSL,No,Month-to-month,No,Mailed check,25.05,125.5,0,24,2071,cliente_activo,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3362,San Ysidro,41,DSL,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,0,50,4565,cliente_activo,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3363,Indio,43,DSL,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,0,55,4205,cliente_activo,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
3364,Indio,1,Fiber optic,No,Month-to-month,No,Electronic check,74.3,74.3,0,47,2968,cliente_activo,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3365,Indian Wells,1,Fiber optic,No,Month-to-month,Yes,Mailed check,70.6,70.6,0,25,2576,cliente_activo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3366,Beaumont,71,DSL,Yes,Two year,No,Bank transfer (automatic),90.55,6404,0,23,5007,cliente_activo,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3367,Blythe,7,No,No internet service,Two year,No,Mailed check,19.45,165.35,0,42,2600,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3368,Brawley,28,DSL,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,0,37,3820,cliente_activo,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
3369,Cabazon,16,Fiber optic,No,Month-to-month,No,Electronic check,69.65,1043.3,0,63,5610,cliente_activo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3370,Calexico,7,No,No internet service,One year,No,Mailed check,19.5,128.6,0,71,4271,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3371,Calipatria,69,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,0,33,4803,cliente_activo,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
3372,Cathedral City,1,DSL,No,Month-to-month,No,Mailed check,24.7,24.7,0,55,3065,cliente_activo,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3373,Coachella,3,DSL,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,0,24,5528,cliente_activo,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3374,Desert Hot Springs,69,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,0,62,5976,cliente_activo,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
3375,Desert Hot Springs,71,DSL,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,0,22,4795,cliente_activo,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
3376,Earp,69,No,No internet service,Two year,No,Mailed check,19.4,1346.2,0,57,6408,cliente_activo,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3377,El Centro,48,Fiber optic,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,0,78,4304,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
3378,Imperial,45,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,0,33,5093,cliente_activo,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
3379,Joshua Tree,51,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,0,34,4121,cliente_activo,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3380,Mecca,72,DSL,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,0,67,4621,cliente_activo,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3381,Morongo Valley,37,Fiber optic,No,Month-to-month,Yes,Electronic check,92.95,3415.25,0,42,3462,cliente_activo,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
3382,Niland,71,DSL,Yes,Two year,No,Electronic check,90.35,6325.25,0,28,6483,cliente_activo,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3383,Ocotillo,66,No,No internet service,Two year,Yes,Credit card (automatic),25.15,1683.6,0,61,6141,cliente_activo,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
3384,Palm Desert,51,DSL,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,0,52,6385,cliente_activo,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
3385,Palm Springs,30,No,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,0,50,5203,cliente_activo,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3386,Palm Springs,34,Fiber optic,No,Month-to-month,No,Electronic check,85.35,2896.6,0,78,3818,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3387,Palo Verde,64,No,No internet service,Two year,Yes,Mailed check,24.8,1514.85,0,55,6281,cliente_activo,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
3388,Parker Dam,65,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,0,51,6441,cliente_activo,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3389,Pioneertown,47,Fiber optic,No,Month-to-month,No,Mailed check,100.75,4669.2,0,27,2508,cliente_activo,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
3390,Thermal,67,Fiber optic,No,Two year,No,Credit card (automatic),94.1,6302.8,0,58,4803,cliente_activo,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
3391,Salton City,39,No,No internet service,One year,No,Bank transfer (automatic),19.35,779.2,0,68,2607,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3392,Thousand Palms,14,No,No internet service,Month-to-month,No,Mailed check,19.9,283.75,0,34,3854,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3393,Twentynine Palms,56,Fiber optic,Yes,Month-to-month,Yes,Electronic check,101.05,5594,0,65,5514,cliente_activo,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3394,Vidal,14,DSL,Yes,One year,No,Credit card (automatic),59.1,772.85,0,58,5718,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3395,White Water,16,DSL,No,One year,Yes,Mailed check,55.85,857.8,0,55,2464,cliente_activo,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
3396,Winterhaven,70,Fiber optic,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,0,30,4583,cliente_activo,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
3397,Yucca Valley,72,DSL,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,0,63,4671,cliente_activo,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
3398,Landers,23,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,0,49,5903,cliente_activo,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3399,Adelanto,21,No,No internet service,Month-to-month,No,Mailed check,24.7,467.15,0,54,5403,cliente_activo,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
3400,Fort Irwin,36,DSL,No,One year,No,Electronic check,55.8,1941.5,0,25,4770,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3401,Barstow,50,DSL,No,Two year,No,Credit card (automatic),39.7,1932.75,0,49,5174,cliente_activo,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3402,Grand Terrace,48,DSL,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,0,36,3194,cliente_activo,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3403,Big Bear City,50,No,No internet service,Two year,No,Credit card (automatic),20.15,970.85,0,27,4263,cliente_activo,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3404,Big Bear Lake,72,DSL,Yes,Two year,No,Credit card (automatic),79.55,5810.9,0,55,4766,cliente_activo,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
3405,Bloomington,10,No,No internet service,Month-to-month,No,Credit card (automatic),24.8,223.9,0,36,5212,cliente_activo,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
3406,Calimesa,18,No,No internet service,Month-to-month,No,Mailed check,19.65,391.7,0,20,4333,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3407,Crestline,9,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,0,42,3475,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3408,Daggett,2,Fiber optic,Yes,Month-to-month,No,Mailed check,90.75,174.75,0,60,4766,cliente_activo,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
3409,Death Valley,40,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,0,45,5257,cliente_activo,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3410,Essex,69,Fiber optic,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,0,56,4237,cliente_activo,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3411,Fontana,18,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,0,37,5334,cliente_activo,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
3412,Fontana,11,Fiber optic,No,Month-to-month,Yes,Electronic check,70.2,834.7,0,29,2848,cliente_activo,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3413,Forest Falls,55,DSL,Yes,One year,No,Credit card (automatic),59.45,3157,0,77,5712,cliente_activo,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3414,Green Valley Lake,33,Fiber optic,Yes,Month-to-month,Yes,Electronic check,93.35,3092,0,40,3348,cliente_activo,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
3415,Helendale,46,DSL,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,0,44,2626,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3416,Hesperia,34,No,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35,0,46,2026,cliente_activo,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
3417,Highland,3,No,No internet service,Month-to-month,No,Electronic check,20.2,65.95,0,24,4369,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3418,Hinkley,30,No,No internet service,Two year,No,Mailed check,21.25,711.9,0,70,3047,cliente_activo,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3419,Lake Arrowhead,33,DSL,No,One year,No,Electronic check,59.4,1952.8,0,38,2853,cliente_activo,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
3420,Loma Linda,45,Fiber optic,Yes,One year,Yes,Credit card (automatic),95.0,4368.85,0,27,2719,cliente_activo,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
3421,Lucerne Valley,40,DSL,No,Month-to-month,Yes,Mailed check,61.9,2647.1,0,52,2520,cliente_activo,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3422,Lytle Creek,71,Fiber optic,Yes,Two year,Yes,Electronic check,118.65,8477.6,0,73,4296,cliente_activo,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3423,Needles,72,DSL,Yes,Two year,No,Bank transfer (automatic),64.45,4528,0,45,5265,cliente_activo,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1
3424,Nipton,22,Fiber optic,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,0,42,4732,cliente_activo,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3425,Newberry Springs,46,No,No internet service,One year,Yes,Bank transfer (automatic),20.2,845.6,0,68,2325,cliente_activo,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3426,Oro Grande,55,No,No internet service,Two year,No,Mailed check,21.0,1210.3,0,24,5046,cliente_activo,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3427,Phelan,1,No,No internet service,Month-to-month,No,Mailed check,20.45,20.45,0,38,4845,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3428,Pinon Hills,12,DSL,Yes,One year,Yes,Mailed check,75.85,854.45,0,70,5942,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
3429,Redlands,31,Fiber optic,No,Month-to-month,Yes,Electronic check,80.45,2429.1,0,49,4684,cliente_activo,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3430,Rialto,67,DSL,Yes,Two year,Yes,Electronic check,75.5,5229.45,0,69,5420,cliente_activo,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
3431,Rialto,1,DSL,No,Month-to-month,No,Mailed check,44.45,44.45,0,74,3498,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3432,Shoshone,41,DSL,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,0,61,2748,cliente_activo,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3433,Victorville,42,DSL,No,Two year,No,Credit card (automatic),48.15,2032.3,0,25,2673,cliente_activo,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
3434,Victorville,23,No,No internet service,One year,No,Mailed check,19.65,436.9,0,70,5460,cliente_activo,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3435,Yermo,1,No,No internet service,Month-to-month,No,Mailed check,20.15,20.15,0,31,3167,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3436,Yucaipa,56,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,0,80,5056,cliente_activo,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
3437,San Bernardino,15,Fiber optic,No,Month-to-month,Yes,Electronic check,91.0,1430.05,0,48,4602,cliente_activo,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
3438,San Bernardino,12,No,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313,0,71,2219,cliente_activo,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
3439,San Bernardino,54,DSL,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,0,57,5077,cliente_activo,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3440,San Bernardino,7,DSL,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0,43,4858,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3441,San Bernardino,16,No,No internet service,Month-to-month,No,Electronic check,20.15,341.35,0,58,5271,cliente_activo,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3442,San Bernardino,21,DSL,Yes,One year,No,Mailed check,64.85,1336.8,0,51,3302,cliente_activo,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3443,Riverside,30,DSL,Yes,Two year,No,Electronic check,74.85,2181.75,0,27,5610,cliente_activo,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3444,Riverside,3,DSL,No,Month-to-month,Yes,Mailed check,50.5,147.75,0,43,5258,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3445,Riverside,11,Fiber optic,No,Month-to-month,No,Electronic check,72.9,818.45,0,71,3042,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3446,Riverside,62,Fiber optic,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,0,43,6494,cliente_activo,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3447,Riverside,18,No,No internet service,Month-to-month,No,Electronic check,19.0,348.8,0,39,5379,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3448,Riverside,6,No,No internet service,Month-to-month,No,Mailed check,19.55,128.6,0,69,2309,cliente_activo,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3449,Riverside,46,Fiber optic,Yes,One year,Yes,Electronic check,101.1,4674.4,0,54,4883,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3450,Riverside,21,Fiber optic,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,0,69,4649,cliente_activo,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3451,March Air Reserve Base,68,No,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,0,70,5987,cliente_activo,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
3452,Lake Elsinore,1,DSL,No,Month-to-month,Yes,Electronic check,50.1,50.1,0,57,5617,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3453,Lake Elsinore,25,Fiber optic,No,Month-to-month,Yes,Electronic check,74.6,1797.75,0,35,4591,cliente_activo,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3454,Aguanga,24,No,No internet service,Two year,No,Mailed check,19.75,498.1,0,43,2639,cliente_activo,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3455,Hemet,51,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,0,33,4640,cliente_activo,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3456,Hemet,57,DSL,Yes,Two year,Yes,Electronic check,84.5,4845.4,0,41,5928,cliente_activo,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
3457,Homeland,15,No,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1,0,43,5218,cliente_activo,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
3458,Idyllwild,72,DSL,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,0,36,4592,cliente_activo,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
3459,Moreno Valley,28,Fiber optic,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,0,43,5530,cliente_activo,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3460,Moreno Valley,70,Fiber optic,No,Two year,Yes,Credit card (automatic),101.1,6994.8,0,62,4226,cliente_activo,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1
3461,Mountain Center,13,No,No internet service,One year,No,Mailed check,20.2,273.25,0,34,2953,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3462,Murrieta,59,Fiber optic,No,One year,Yes,Electronic check,94.05,5483.9,0,30,5061,cliente_activo,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
3463,Perris,62,DSL,Yes,Two year,No,Mailed check,81.0,4985.9,0,31,4684,cliente_activo,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
3464,Perris,21,DSL,No,One year,Yes,Electronic check,60.25,1258.35,0,25,4870,cliente_activo,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3465,San Jacinto,2,DSL,Yes,Month-to-month,No,Electronic check,60.85,111.4,0,54,3796,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3466,San Jacinto,1,DSL,No,Month-to-month,No,Credit card (automatic),43.95,43.95,0,20,5684,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3467,Menifee,4,Fiber optic,Yes,Month-to-month,No,Electronic check,86.05,308.1,0,55,3653,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3468,Sun City,19,No,No internet service,One year,No,Credit card (automatic),20.25,383.65,0,78,5586,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3469,Sun City,67,No,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2,0,70,4890,cliente_activo,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3470,Temecula,72,Fiber optic,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,0,66,4680,cliente_activo,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
3471,Temecula,53,No,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,0,61,4157,cliente_activo,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3472,Temecula,5,No,No internet service,One year,No,Electronic check,19.55,99.6,0,47,2575,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3473,Wildomar,71,Fiber optic,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,0,80,6412,cliente_activo,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
3474,Winchester,50,DSL,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,0,43,4625,cliente_activo,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
3475,Irvine,56,Fiber optic,Yes,Two year,Yes,Electronic check,103.2,5873.75,0,55,4478,cliente_activo,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1
3476,Irvine,2,DSL,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,0,59,4697,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3477,Irvine,46,No,No internet service,Two year,No,Credit card (automatic),19.95,862.4,0,75,3574,cliente_activo,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3478,Irvine,71,Fiber optic,Yes,Two year,Yes,Electronic check,116.25,8564.75,0,47,6124,cliente_activo,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3479,Irvine,29,DSL,No,Month-to-month,Yes,Electronic check,31.2,926.2,0,39,4761,cliente_activo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3480,Irvine,69,No,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,0,39,5295,cliente_activo,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
3481,Capistrano Beach,71,DSL,Yes,Two year,No,Credit card (automatic),84.2,5956.85,0,33,4753,cliente_activo,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
3482,Costa Mesa,56,DSL,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,0,70,6500,cliente_activo,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
3483,Costa Mesa,56,No,No internet service,One year,Yes,Mailed check,21.2,1238.65,0,23,6473,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3484,Lake Forest,28,No,No internet service,One year,No,Mailed check,25.55,672.2,0,39,3493,cliente_activo,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
3485,Huntington Beach,19,No,No internet service,Month-to-month,No,Mailed check,20.2,382.2,0,64,3636,cliente_activo,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3486,Huntington Beach,66,DSL,Yes,Month-to-month,No,Electronic check,63.85,4264.6,0,72,5956,cliente_activo,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3487,Huntington Beach,17,DSL,No,One year,Yes,Mailed check,61.95,1070.7,0,27,4759,cliente_activo,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
3488,Huntington Beach,52,No,No internet service,Two year,No,Mailed check,25.75,1345.85,0,21,4676,cliente_activo,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
3489,Laguna Beach,19,DSL,No,One year,No,Electronic check,58.2,1045.25,0,73,4033,cliente_activo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3490,Laguna Hills,36,DSL,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,0,64,4898,cliente_activo,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
3491,Aliso Viejo,72,Fiber optic,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,0,35,4927,cliente_activo,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
3492,Newport Beach,34,Fiber optic,Yes,One year,Yes,Electronic check,99.85,3343.15,0,71,5626,cliente_activo,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3493,San Clemente,8,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,0,31,4909,cliente_activo,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3494,San Clemente,69,Fiber optic,Yes,Two year,No,Electronic check,104.0,7028.5,0,63,5902,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
3495,San Juan Capistrano,50,Fiber optic,Yes,One year,Yes,Mailed check,104.4,5232.9,0,26,6100,cliente_activo,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
3496,Silverado,10,No,No internet service,One year,No,Mailed check,19.5,225.85,0,80,5039,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
