,Tenure Months,Monthly Charges,Total Charges,Churn Score,CLTV,Dependents_Yes,Multiple Lines_Yes,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Contract_One year,Paperless Billing_Yes,Internet Service_No,Streaming Movies_No internet service,Streaming Movies_Yes,Payment Method_Electronic check,Payment Method_Mailed check,predicciones,reales
4096,67,25.1,1672.15,26,6388,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4097,33,34.05,1113.95,73,3044,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4098,5,19.95,107.05,20,4281,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4099,2,19.95,38.15,40,4079,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4100,72,89.7,6339.3,50,4193,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4101,9,20.4,184.1,67,4195,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4102,67,26.3,1688.9,52,6066,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4103,8,20.7,137.6,49,3330,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
4104,17,19.45,369.05,29,5347,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4105,68,110.8,7553.6,67,4545,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
4106,25,69.3,1813.1,50,4442,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4107,67,49.35,3321.35,33,5905,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
4108,32,20.35,707.5,40,2433,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
4109,67,105.6,7112.15,45,5768,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
4110,72,64.45,4641.1,68,5295,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4111,1,49.9,49.9,39,3239,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4112,48,65.65,3094.65,67,5427,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
4113,61,103.3,6518.35,27,5401,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0
4114,2,44.45,82.7,26,5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4115,71,89.9,6342.7,54,5835,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4116,37,55.05,2030.75,26,3839,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4117,65,104.1,6700.05,25,4024,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4118,67,106.6,7244.7,65,5895,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
4119,50,70.5,3486.65,60,4022,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4120,25,19.6,411.15,51,2888,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
4121,64,24.05,1559.15,55,4582,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
4122,25,38.1,970.4,72,2315,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
4123,24,34.25,828.2,63,2525,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4124,37,100.05,3810.55,52,2904,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
4125,21,68.65,1493.2,21,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4126,1,45.8,45.8,30,2614,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4127,10,75.75,777.3,52,4525,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4128,51,96.4,4911.05,26,4745,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
4129,10,20.55,187.35,43,3595,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
4130,6,50.95,307.6,79,3474,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4131,47,90.5,4318.35,30,3413,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4132,61,79.4,4820.55,74,4666,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0
4133,52,58.75,3038.55,21,5122,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
4134,35,59.45,2136.9,49,3682,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4135,71,105.7,7472.15,20,4420,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
4136,45,53.3,2296.25,79,2929,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,2,24.3,38.45,77,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4138,51,59.9,3043.6,42,5233,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4139,60,23.95,1506.4,71,5449,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
4140,9,20.15,163.7,70,4004,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0
4141,17,95.65,1640.0,49,3139,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
4142,46,81.0,3846.35,57,4280,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
4143,68,82.45,5646.6,70,5308,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4144,4,20.5,79.05,80,3233,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
4145,28,54.4,1516.6,74,4711,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
4146,39,58.6,2224.5,46,5662,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4147,11,84.8,888.75,60,4924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4148,71,61.4,4310.35,37,5119,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4149,2,20.4,42.9,77,3000,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4150,17,20.15,353.65,48,4650,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
4151,55,94.45,5073.1,55,5577,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
4152,58,79.8,4526.85,78,5709,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4153,9,74.05,678.45,51,2003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4154,26,49.15,1237.3,54,2752,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4155,50,19.4,1023.95,41,6233,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4156,72,113.65,8182.75,38,5411,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4157,43,106.0,4532.3,76,3528,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
4158,56,25.95,1444.05,40,4246,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
4159,1,19.1,19.1,26,3313,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4160,72,100.55,7325.1,54,6082,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4161,36,95.4,3474.2,44,5111,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
4162,5,75.15,392.65,68,5900,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4163,44,89.15,3990.75,27,4368,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4164,70,107.9,7475.85,53,5899,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
4165,44,19.5,835.5,35,4220,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
4166,69,24.95,1718.35,45,4106,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
4167,68,19.5,1193.55,51,5443,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
4168,16,69.95,1205.5,54,5596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4169,68,82.85,5776.45,42,5184,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
4170,4,19.0,78.9,55,3022,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4171,26,38.85,1025.15,43,3970,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4172,5,20.35,122.0,60,3161,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4173,70,95.0,6602.9,65,6259,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
4174,24,74.4,1712.9,68,4310,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
4175,72,78.45,5682.25,71,4032,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4176,1,74.3,74.3,64,3063,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
4177,70,51.05,3635.15,69,4042,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
4178,36,19.2,702.9,79,3043,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4179,41,109.1,4454.25,77,4854,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0
4180,14,76.45,1117.55,52,2292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4181,13,72.8,930.05,46,2862,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
4182,6,18.95,110.15,68,5920,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4183,15,101.75,1669.4,50,2919,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
4184,47,75.45,3545.1,66,4995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,8,64.1,504.05,25,2804,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
4186,17,25.65,440.2,24,3090,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4187,15,75.1,1151.55,60,4634,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4188,26,95.85,2475.35,42,3834,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
4189,23,54.4,1249.25,22,2989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4190,4,72.75,317.75,50,4503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4191,29,19.85,535.05,26,2941,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
4192,25,19.05,461.3,65,2692,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4193,3,94.85,335.75,40,4496,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
4194,69,46.25,3121.4,33,4180,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4195,14,19.35,324.8,39,2400,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
4196,19,69.6,1394.55,77,3349,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
4197,39,90.7,3413.25,39,5028,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4198,31,101.4,3143.65,72,2025,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
4199,24,20.25,439.75,58,3000,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
4200,14,48.8,664.4,77,2168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4201,64,74.35,4759.55,80,4781,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
4202,50,19.35,1033.0,39,5247,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0
4203,52,68.75,3482.85,51,4172,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0
4204,28,100.2,2688.45,79,5137,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
4205,21,20.85,435.25,35,5422,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
4206,17,19.35,307.0,77,2185,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
4207,58,45.0,2689.35,55,5006,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
4208,51,25.5,1281.25,43,5447,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4209,72,48.9,3527.0,47,5415,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
4210,27,19.6,561.15,21,2896,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
4211,3,20.0,63.6,65,4258,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4212,64,81.3,5129.3,74,5254,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
4213,45,95.2,4285.8,27,3363,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
4214,71,83.3,5894.5,24,4264,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4215,58,20.3,1160.75,66,4424,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4216,34,89.85,3091.75,45,3096,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
4217,15,19.8,272.95,34,4167,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4218,66,54.65,3632.0,42,4051,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4219,12,29.35,381.2,27,3606,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4220,58,19.15,1035.5,25,6339,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
4221,3,19.1,52.0,30,3863,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4222,9,80.55,653.9,26,3581,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4223,3,20.25,71.2,31,4331,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
4224,40,106.0,4178.65,77,5118,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
4225,68,25.5,1821.8,37,5182,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4226,50,79.6,4024.2,39,5592,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
4227,1,55.25,55.25,49,3255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
4228,72,88.05,6520.8,42,6247,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4229,40,20.4,854.9,59,3200,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0
4230,72,117.6,8308.9,54,6173,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4231,6,20.0,109.2,53,3142,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4232,5,19.65,92.05,42,2878,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
4233,48,70.55,3420.5,39,3997,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
4234,64,65.8,4068.0,57,4754,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
4235,17,20.05,337.9,70,4828,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
4236,40,80.0,3168.75,31,2478,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4237,41,35.4,1412.4,43,4375,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4238,51,79.6,3974.7,59,4673,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4239,41,80.25,3439.0,49,5757,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4240,2,20.45,42.45,56,2606,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
4241,68,79.6,5461.45,20,5210,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4242,24,24.7,571.75,56,5302,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4243,70,77.3,5498.2,23,6252,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4244,3,29.75,96.85,55,3425,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4245,2,44.9,111.05,26,4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,3,29.8,94.4,32,5614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,13,71.95,923.85,67,3605,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
4248,7,20.75,141.1,46,4476,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4249,12,56.3,628.65,56,2047,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4250,53,105.25,5576.3,56,6365,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
4251,63,19.55,1245.6,36,6002,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4252,15,84.45,1287.85,46,4653,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
4253,36,53.65,1939.35,37,4113,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4254,4,29.9,118.25,46,2914,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4255,24,19.7,452.55,42,4642,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4256,61,43.7,2696.55,50,4051,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4257,16,55.3,875.35,25,3771,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4258,65,19.85,1267.05,52,6009,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
4259,26,19.65,494.9,37,4184,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4260,16,49.45,799.0,49,3446,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
4261,5,20.45,106.9,75,3353,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4262,19,39.7,710.05,65,4034,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
4263,10,54.5,568.2,59,4163,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4264,72,111.6,8012.75,59,5425,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4265,10,55.55,551.3,41,2530,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4266,11,20.55,184.95,23,3971,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0
4267,17,62.1,1096.65,33,3937,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
4268,36,104.5,3684.95,49,4102,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
4269,17,101.8,1752.45,53,3296,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
4270,66,110.6,7210.85,67,5418,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
4271,61,84.9,5264.5,72,4413,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
4272,22,93.2,2157.3,26,4093,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
4273,1,24.4,24.4,66,3145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4274,6,70.55,433.95,52,4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,68,85.0,5607.75,65,6221,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4276,52,85.8,4433.3,22,5494,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4277,10,91.1,964.35,50,3857,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
4278,72,20.1,1460.85,30,4598,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4279,47,20.05,951.55,64,5183,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
4280,24,74.8,1821.2,52,5535,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
4281,65,24.8,1600.95,76,5826,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
4282,4,100.85,399.25,21,5354,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
4283,34,105.1,3634.8,68,3941,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
4284,14,20.4,292.4,73,4556,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4285,13,20.0,218.55,27,5651,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
4286,65,79.4,5071.9,65,4023,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
4287,23,57.2,1423.35,69,4021,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4288,55,58.6,3068.6,49,6231,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4289,49,94.8,4690.65,29,4252,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
4290,60,102.5,6157.6,54,4968,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
4291,69,20.35,1442.65,26,5188,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0
4292,40,84.9,3369.05,37,2904,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
4293,67,69.2,4671.65,43,4323,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4294,13,20.85,272.35,58,3163,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4295,41,88.5,3645.05,27,5984,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4296,4,35.0,135.75,70,3523,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4297,24,55.15,1319.85,80,2200,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4298,5,50.95,229.4,69,3573,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
4299,5,64.0,370.25,75,4421,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
4300,72,80.2,5714.2,24,6087,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4301,24,49.3,1233.25,66,5394,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4302,42,84.35,3571.6,59,3363,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4303,4,20.05,83.3,30,4596,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4304,68,117.2,8035.95,55,4629,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0
4305,33,20.1,579.4,62,3342,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
4306,69,109.95,7634.25,63,4297,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
4307,38,94.75,3653.0,71,3654,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
4308,3,80.0,241.3,76,4264,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4309,48,79.65,3870.3,50,3246,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
4310,15,25.2,387.9,25,4411,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4311,25,19.9,527.5,56,3048,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
4312,48,44.8,2104.55,26,2469,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4313,1,20.3,20.3,80,4270,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4314,1,19.2,19.2,27,2716,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
4315,37,80.05,3019.1,55,3364,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4316,66,107.35,7051.95,53,4138,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0
4317,26,47.85,1190.5,79,4362,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4318,63,70.8,4448.8,44,5114,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4319,18,59.1,1011.05,30,2422,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4320,64,25.55,1714.95,22,4312,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4321,28,20.25,535.35,54,4476,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4322,1,75.55,75.55,34,3503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4323,66,95.3,6273.4,49,5706,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
4324,1,70.25,70.25,58,4063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4325,18,50.3,908.75,67,3740,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
4326,12,19.35,212.3,74,2558,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4327,12,25.0,316.2,53,4408,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
4328,55,20.3,1079.05,36,5153,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
4329,7,75.35,564.65,37,4989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
